ds,yhat,yhat_lower,yhat_upper
2024-01-01 00:00:00,1.623078137349032,1.2141789819656577,1.9882191981259865
2024-01-01 01:00:00,1.3332877680383362,0.9521750920197244,1.7447415786443257
2024-01-01 02:00:00,1.2737806640031848,0.9100002601851127,1.6422083105183611
2024-01-01 03:00:00,1.410314958127774,1.0261910227738178,1.824806329652878
2024-01-01 04:00:00,1.6660267025609063,1.2425993895788794,2.055825590054896
2024-01-01 05:00:00,1.9805342550675973,1.61327287798965,2.3941282996336937
2024-01-01 06:00:00,2.3278553159586752,1.9448681731330282,2.7494063048203445
2024-01-01 07:00:00,2.685137790907555,2.2864697035573798,3.0774000226841753
2024-01-01 08:00:00,2.9966229522693433,2.5943479698902134,3.372591030676839
2024-01-01 09:00:00,3.182366831932272,2.775603767485773,3.5590667626067987
2024-01-01 10:00:00,3.1935908828287234,2.7693873141416403,3.591196524130484
2024-01-01 11:00:00,3.0641369775323812,2.6361324133952966,3.471358102764376
2024-01-01 12:00:00,2.9039972243313024,2.5216650252230184,3.309059360676937
2024-01-01 13:00:00,2.8317477334661127,2.4539515473006155,3.2312092942440453
2024-01-01 14:00:00,2.899263563381524,2.50032073781072,3.293981678151351
2024-01-01 15:00:00,3.069425936289588,2.6709991402864923,3.474791522456578
2024-01-01 16:00:00,3.2587240012465846,2.8817659326667715,3.6828538504648733
2024-01-01 17:00:00,3.399377006107121,2.996161117265799,3.787473572839049
2024-01-01 18:00:00,3.464753992067158,3.0679073479161127,3.8548774251221434
2024-01-01 19:00:00,3.4454811985437845,3.0449969142338422,3.863512360770313
2024-01-01 20:00:00,3.3158576682816157,2.920228027757025,3.7141780974261396
2024-01-01 21:00:00,3.0379631030845218,2.629205963135022,3.4211665753734914
2024-01-01 22:00:00,2.607145974881926,2.2416007674042167,2.9961207710764595
2024-01-01 23:00:00,2.093138772716524,1.6856718884084143,2.4732237031809494
2024-01-02 00:00:00,1.6277707882982282,1.2253479115052768,2.0218252166462705
2024-01-02 01:00:00,1.3384787475638162,0.9618120767110975,1.725980601127907
2024-01-02 02:00:00,1.2794165687505228,0.8763272437375642,1.6673054427463712
2024-01-02 03:00:00,1.4163398436782426,1.0072981465220419,1.8029677580683365
2024-01-02 04:00:00,1.6723829153615641,1.2893748148967532,2.0424306239649686
2024-01-02 05:00:00,1.9871632649629896,1.5618253752237081,2.3978099643029145
2024-01-02 06:00:00,2.3346985382980243,1.9222938596455366,2.687666016358581
2024-01-02 07:00:00,2.6921373876399715,2.2828148942138426,3.081879313430327
2024-01-02 08:00:00,3.003722601641027,2.6013814454430575,3.4117045282489267
2024-01-02 09:00:00,3.189512456765787,2.7866921988463456,3.56203513872347
2024-01-02 10:00:00,3.2007313285969246,2.812870036546292,3.600543284057511
2024-01-02 11:00:00,3.0712246315063267,2.691350298117008,3.4706467933715572
2024-01-02 12:00:00,2.9109885684375936,2.531553355140363,3.3070606077849356
2024-01-02 13:00:00,2.838603824186848,2.4430568100865315,3.2389610663698147
2024-01-02 14:00:00,2.9059504332032753,2.5299265019566066,3.30454481982051
2024-01-02 15:00:00,3.075914912267752,2.6760711040711,3.4641063059878383
2024-01-02 16:00:00,3.264991937398398,2.8427641700874733,3.636989683786333
2024-01-02 17:00:00,3.4054064275671676,3.0366175671713505,3.8323579667626837
2024-01-02 18:00:00,3.470533150140904,3.084940166530811,3.8828464298837977
2024-01-02 19:00:00,3.45100403702293,3.062085700615306,3.835185199905357
2024-01-02 20:00:00,3.321123702595841,2.936942491255543,3.7282525164959166
2024-01-02 21:00:00,3.0429772150499295,2.6441259762859115,3.44248093497175
2024-01-02 22:00:00,2.611918126948346,2.2605210990962727,2.998208772343811
2024-01-02 23:00:00,2.097683646701208,1.7192674136183799,2.500558429733896
