ds,yhat,yhat_lower,yhat_upper
2024-01-01 05:00:00,0.4987229202198039,-0.11787442826792853,1.1431325267681984
2024-01-01 06:00:00,0.6820400640627756,0.1115932806369856,1.2942717373007615
2024-01-01 07:00:00,0.9122018398433211,0.29340621421180385,1.5215549941459525
2024-01-01 08:00:00,1.1350290691176739,0.5237615760491416,1.7183859194537672
2024-01-01 09:00:00,1.2755356518789125,0.6508633362984737,1.8862381421632057
2024-01-01 10:00:00,1.2886688676785873,0.6510250181120215,1.8401238455606972
2024-01-01 11:00:00,1.1961456187962136,0.555909792024378,1.809382548150729
2024-01-01 12:00:00,1.0768851825964436,0.5024028761829769,1.6566513357030035
2024-01-01 13:00:00,1.0169695808390178,0.4153200664614472,1.6279167932329859
2024-01-01 14:00:00,1.0579213556806406,0.4907482474542785,1.691161841166755
2024-01-01 15:00:00,1.1804552525401393,0.5299792290831777,1.8066926047748388
2024-01-01 16:00:00,1.3284562757902298,0.704392023115278,1.9040781047500381
2024-01-01 17:00:00,1.4461330649741648,0.8742997050289726,2.069984447357271
2024-01-01 18:00:00,1.4981313783021957,0.8938635039292808,2.1110419375289524
2024-01-01 19:00:00,1.4664138749934597,0.8784562698999894,2.115091873393641
2024-01-01 20:00:00,1.3417831322088978,0.6988529305826351,1.9182703450682164
2024-01-01 21:00:00,1.1279107621449214,0.5345991574211533,1.7583644147132906
2024-01-01 22:00:00,0.8545469594125877,0.27316184786214875,1.4308568913589492
2024-01-01 23:00:00,0.5796238160468037,-0.03118465862119196,1.1443652065983758
2024-01-02 00:00:00,0.3674792324211881,-0.25215397509268395,0.9905594400975672
2024-01-02 01:00:00,0.255669948076523,-0.3270079451355218,0.8662300217377322
2024-01-02 02:00:00,0.23872440054973165,-0.36115877907676136,0.8358833928286693
2024-01-02 03:00:00,0.28473005681987906,-0.3178561820869832,0.9457293193322339
2024-01-02 04:00:00,0.369910750051033,-0.26145679672380434,0.9913892407752704
2024-01-02 05:00:00,0.49771527180654573,-0.16785364924206544,1.12796761017291
2024-01-02 06:00:00,0.6827237204556624,0.050829948393785414,1.325022479168015
2024-01-02 07:00:00,0.914489567986375,0.33577596958415834,1.5546939507911843
2024-01-02 08:00:00,1.1388051092921678,0.48697481243059093,1.7587241802364333
2024-01-02 09:00:00,1.2806575918245908,0.6814945163230981,1.906830001178049
2024-01-02 10:00:00,1.2949699014628049,0.6658153817517503,1.9469825282682136
2024-01-02 11:00:00,1.203437159269651,0.5848656163133473,1.7681200777534445
2024-01-02 12:00:00,1.0849597918826273,0.4748693007983986,1.6659163087566575
2024-01-02 13:00:00,1.0256041789280752,0.40575391016972084,1.6456696933703179
2024-01-02 14:00:00,1.0668806634452637,0.4467873913602811,1.6859411632766226
2024-01-02 15:00:00,1.1894954224332037,0.6001334531569856,1.8104435943109796
2024-01-02 16:00:00,1.3373286607835615,0.7450348408753965,1.9477046253932035
2024-01-02 17:00:00,1.4545880744937447,0.8284627006503906,2.0922847408792373
2024-01-02 18:00:00,1.5059223686049503,0.88970017496961,2.10955575024984
2024-01-02 19:00:00,1.4733010208809576,0.8883614376314383,2.0649489551090614
